entity_id,state,last_changed
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T09:04:41.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T09:05:14.953Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T09:07:03.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T09:07:36.965Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T09:13:16.937Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T09:13:50.001Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T09:19:29.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T09:20:02.972Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T09:30:06.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T09:30:39.978Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T09:31:55.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T09:32:28.952Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T09:39:14.938Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T09:39:47.956Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T09:41:03.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T09:41:36.966Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T09:42:19.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T09:42:53.016Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T10:06:08.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T10:06:41.952Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T10:25:33.937Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T10:26:06.951Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T10:41:07.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T10:41:40.953Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T10:46:14.937Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T10:46:47.951Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T10:49:42.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T10:50:15.990Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T11:06:55.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T11:07:28.952Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T11:10:56.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T11:11:29.954Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T11:16:03.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T11:16:36.971Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T11:19:31.938Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T11:20:04.960Z
